,Symbol_1,Symbol_2,Correlation
37558,LH,EQR,-0.4893617021276595
37559,LH,ES,-0.43624161073825496
37560,LH,ESS,-0.4893617021276595
37561,LH,ETFC,-0.3142857142857141
37562,LH,ETN,-0.16000000000000034
37563,LH,ETR,-0.4861111111111114
37564,LH,EVRG,-0.3783783783783783
37565,LH,EW,-0.4736842105263159
37566,LH,EXC,-0.5460992907801419
37567,LH,EXPD,-0.24475524475524504
37568,LH,EXPE,-0.38129496402877705
37569,LH,EXR,-0.452054794520548
37570,LH,F,-0.3571428571428571
37571,LH,FANG,-0.605839416058394
37572,LH,FAST,-0.38129496402877705
37573,LH,FB,-0.2941176470588234
37574,LH,FBHS,-0.23404255319148914
37575,LH,FCX,-0.23076923076923084
37576,LH,FDX,-0.2789115646258504
37577,LH,FE,-0.5111111111111111
37578,LH,FFIV,-0.0657894736842104
37579,LH,FIS,-0.4198473282442747
37580,LH,FISV,-0.34285714285714275
37581,LH,FITB,-0.2567567567567566
37582,LH,FLIR,-0.26717557251908364
37583,LH,FLS,-0.13888888888888928
37584,LH,FLT,-0.4573643410852717
37585,LH,FMC,-0.16778523489932895
37586,LH,FRC,-0.3750000000000002
37587,LH,FRT,-0.23076923076923084
37588,LH,FTI,-0.3478260869565215
37589,LH,FTNT,-0.3740458015267172
37590,LH,FTV,-0.20000000000000015
37591,LH,GD,-0.2465753424657533
37592,LH,GE,-0.17006802721088432
37593,LH,GILD,0.007299270072992582
37594,LH,GIS,-0.4411764705882353
37595,LH,GL,-0.21212121212121196
37596,LH,GLW,-0.24137931034482785
37597,LH,GM,-0.1315789473684208
37598,LH,GOOG,-0.6229508196721311
37599,LH,GOOGL,-0.6290322580645165
37600,LH,GPC,-0.31343283582089576
37601,LH,GPN,-0.41463414634146334
37602,LH,GPS,-0.39726027397260255
37603,LH,GRMN,-0.265625
37604,LH,GS,-0.15646258503401356
37605,LH,GWW,-0.19444444444444464
37606,LH,HAL,-0.3642384105960261
37607,LH,HAS,-0.2686567164179108
37608,LH,HBAN,-0.2546583850931676
37609,LH,HBI,-0.2108843537414966
37610,LH,HCA,-0.06766917293233066
37611,LH,HD,-0.2740740740740741
37612,LH,HES,-0.4965034965034967
37613,LH,HFC,-0.4054054054054053
37614,LH,HIG,-0.3658536585365853
37615,LH,HII,-0.2592592592592591
37616,LH,HLT,-0.3492063492063493
37617,LH,HOG,-0.19463087248322156
37618,LH,HOLX,-0.5076923076923077
37619,LH,HON,-0.1969696969696968
37620,LH,HP,-0.4676258992805755
37621,LH,HPE,-0.1655629139072845
37622,LH,HPQ,-0.12676056338028152
37623,LH,HRB,-0.6617647058823528
37624,LH,HRL,-0.4893617021276595
37625,LH,HSIC,-0.11811023622047225
37626,LH,HST,-0.2408759124087592
37627,LH,HSY,-0.3885350318471337
37628,LH,HUM,-0.03649635036496335
37629,LH,IBM,-0.2198581560283688
37630,LH,ICE,-0.5244755244755248
37631,LH,IDXX,-0.24615384615384614
37632,LH,IEX,-0.3787878787878789
37633,LH,IFF,-0.18461538461538485
37634,LH,ILMN,-0.2769230769230768
37635,LH,INCY,-0.4014598540145984
37636,LH,INFO,-0.19354838709677447
37637,LH,INTC,-0.16901408450704247
37638,LH,INTU,-0.3129770992366412
37639,LH,IP,-0.20588235294117616
37640,LH,IPG,-0.2941176470588234
37641,LH,IPGP,-0.2287581699346404
37642,LH,IQV,-0.3919999999999999
37643,LH,IR,-0.08695652173913038
37644,LH,IRM,-0.5572519083969463
37645,LH,ISRG,-0.3953488372093026
37646,LH,IT,-0.328125
37647,LH,ITW,-0.10638297872340408
37648,LH,IVZ,-0.3103448275862071
37649,LH,J,-0.4405594405594409
37650,LH,JBHT,-0.1811023622047241
37651,LH,JCI,-0.23308270676691745
37652,LH,JKHY,-0.38686131386861294
37653,LH,JNJ,-0.3088235294117645
37654,LH,JNPR,-0.1942446043165469
37655,LH,JPM,-0.2517985611510793
37656,LH,JWN,-0.4100719424460433
37657,LH,K,-0.5522388059701495
37658,LH,KEY,-0.2602739726027397
37659,LH,KEYS,-0.3692307692307693
37660,LH,KHC,-0.4964028776978418
37661,LH,KIM,-0.3893129770992365
37662,LH,KLAC,-0.5447154471544713
37663,LH,KMB,-0.4705882352941175
37664,LH,KMI,-0.590551181102362
37665,LH,KMX,-0.3178294573643412
37666,LH,KO,-0.5107913669064748
37667,LH,KR,-0.7080291970802919
37668,LH,KSS,-0.5238095238095237
37669,LH,KSU,-0.4108527131782949
37670,LH,L,-0.3174603174603172
37671,LH,LB,-0.29801324503311233
37672,LH,LDOS,-0.274193548387097
37673,LH,LEG,-0.23076923076923084
37674,LH,LEN,-0.5310344827586209
37675,LHX,A,-0.5555555555555556
37676,LHX,AAL,-0.6689655172413795
37677,LHX,AAP,-0.6470588235294117
37678,LHX,AAPL,-0.7580645161290325
37679,LHX,ABBV,-0.671875
37680,LHX,ABC,-0.4999999999999998
37681,LHX,ABMD,-0.3669064748201438
37682,LHX,ABT,-0.515625
37683,LHX,ACN,-0.5593220338983054
37684,LHX,ADBE,-0.6129032258064521
37685,LHX,ADI,-0.4814814814814814
37686,LHX,ADM,-0.6142857142857141
37687,LHX,ADP,-0.30645161290322603
37688,LHX,ADS,-0.6978417266187051
37689,LHX,ADSK,-0.6159999999999997
37690,LHX,AEE,-0.3333333333333333
37691,LHX,AEP,-0.2500000000000002
37692,LHX,AES,-0.8139534883720931
37693,LHX,AFL,-0.472868217054264
37694,LHX,AIG,-0.5588235294117645
37695,LHX,AIV,-0.5074626865671645
37696,LHX,AIZ,-0.5114503816793889
37697,LHX,AJG,-0.4761904761904763
37698,LHX,AKAM,-0.578125
37699,LHX,ALB,-0.6575342465753424
37700,LHX,ALGN,-0.6642335766423357
37701,LHX,ALK,-0.652173913043478
37702,LHX,ALL,-0.4153846153846152
37703,LHX,ALLE,-0.7419354838709681
37704,LHX,ALXN,-0.8461538461538463
37705,LHX,AMAT,-0.4814814814814814
37706,LHX,AMCR,-0.8726114649681529
37707,LHX,AMD,-0.716535433070866
37708,LHX,AME,-0.3943661971830987
37709,LHX,AMGN,-0.5187969924812029
37710,LHX,AMP,-0.6204379562043796
37711,LHX,AMT,0.01863354037267073
37712,LHX,AMZN,-0.857142857142857
37713,LHX,ANET,-0.5259259259259259
37714,LHX,ANSS,-0.5079365079365079
37715,LHX,ANTM,-0.6307692307692307
37716,LHX,AON,-0.41269841269841256
37717,LHX,AOS,-0.5683453237410072
37718,LHX,APA,-0.4965986394557824
37719,LHX,APD,-0.6557377049180326
37720,LHX,APH,-0.6363636363636362
37721,LHX,APTV,-0.563380281690141
37722,LHX,ARE,-0.5193798449612403
37723,LHX,ATO,-0.3714285714285712
37724,LHX,ATVI,-0.6946564885496179
37725,LHX,AVB,-0.4222222222222221
37726,LHX,AVGO,-0.4931506849315068
37727,LHX,AVY,-0.5555555555555556
37728,LHX,AWK,-0.3205128205128207
37729,LHX,AXP,-0.5522388059701495
37730,LHX,AZO,-0.5488721804511276
37731,LHX,BA,-0.5217391304347825
37732,LHX,BAC,-0.5810810810810809
37733,LHX,BAX,-0.578125
37734,LHX,BBY,-0.6470588235294117
37735,LHX,BDX,-0.7829457364341088
37736,LHX,BEN,-0.6056338028169015
37737,LHX,BIIB,-0.44827586206896575
37738,LHX,BK,-0.5342465753424657
37739,LHX,BKNG,-0.5590551181102361
37740,LHX,BKR,-0.588235294117647
37741,LHX,BLK,-0.5744680851063828
37742,LHX,BLL,-0.2740740740740741
37743,LHX,BMY,-0.4351145038167936
37744,LHX,BR,-0.34328358208955256
37745,LHX,BSX,-0.2923076923076926
37746,LHX,BWA,-0.5263157894736841
37747,LHX,BXP,-0.515625
37748,LHX,C,-0.5827338129496402
37749,LHX,CAG,-0.7364341085271321
37750,LHX,CAH,-0.6714285714285713
37751,LHX,CAT,-0.4904458598726114
37752,LHX,CB,-0.3834586466165413
37753,LHX,CBOE,-0.43046357615894015
37754,LHX,CBRE,-0.640625
37755,LHX,CCI,-0.17808219178082174
37756,LHX,CCL,-0.5999999999999999
37757,LHX,CDNS,-0.4477611940298512
37758,LHX,CDW,-0.4803149606299209
37759,LHX,CE,-0.6000000000000001
37760,LHX,CERN,-0.5999999999999996
37761,LHX,CF,-0.5104895104895109
37762,LHX,CFG,-0.5238095238095237
37763,LHX,CHD,-0.40425531914893603
37764,LHX,CHRW,-0.5
37765,LHX,CHTR,-0.4436090225563909
37766,LHX,CI,-0.6546762589928057
37767,LHX,CINF,-0.2740740740740741
37768,LHX,CL,-0.3430656934306571
37769,LHX,CLX,-0.5441176470588234
37770,LHX,CMA,-0.4569536423841056
37771,LHX,CMCSA,-0.7419354838709681
37772,LHX,CME,-0.32885906040268464
37773,LHX,CMG,-0.5114503816793889
37774,LHX,CMI,-0.3605442176870748
37775,LHX,CMS,-0.2516129032258065
37776,LHX,CNC,-0.703125
37777,LHX,CNP,-0.6453900709219857
37778,LHX,COF,-0.4929577464788733
37779,LHX,COG,-0.6496350364963503
37780,LHX,COO,-0.5359999999999996
37781,LHX,COP,-0.5428571428571427
37782,LHX,COST,-0.38235294117647056
37783,LHX,COTY,-0.8285714285714283
37784,LHX,CPB,-0.6595744680851063
37785,LHX,CPRT,-0.40740740740740733
37786,LHX,CRM,-0.622047244094488
37787,LHX,CSCO,-0.5820895522388063
37788,LHX,CSX,-0.6488549618320609
37789,LHX,CTAS,-0.3030303030303028
37790,LHX,CTL,-0.8194444444444446
37791,LHX,CTSH,-0.5572519083969463
37792,LHX,CTXS,-0.625
37793,LHX,CVS,-0.5588235294117645
37794,LHX,CVX,-0.33823529411764675
37795,LHX,CXO,-0.3566433566433569
37796,LHX,D,-0.4637681159420288
37797,LHX,DAL,-0.7058823529411764
37798,LHX,DD,-0.5032679738562089
37799,LHX,DE,-0.5510204081632653
37800,LHX,DFS,-0.4324324324324321
37801,LHX,DG,-0.5362318840579707
37802,LHX,DGX,-0.523076923076923
37803,LHX,DHI,-0.3246753246753247
37804,LHX,DHR,-0.4920634920634921
37805,LHX,DIS,-0.5037593984962405
37806,LHX,DISCA,-0.7293233082706765
37807,LHX,DISCK,-0.7164179104477615
37808,LHX,DISH,-0.7795275590551178
37809,LHX,DLR,-0.3661971830985915
37810,LHX,DLTR,-0.926470588235294
37811,LHX,DOV,-0.5436241610738255
37812,LHX,DPZ,-0.6153846153846154
37813,LHX,DRE,-0.3925925925925924
37814,LHX,DRI,-0.6323529411764706
37815,LHX,DTE,-0.24637681159420266
37816,LHX,DUK,-0.4100719424460433
37817,LHX,DVA,-0.7894736842105261
37818,LHX,DVN,-0.4929577464788733
37819,LHX,DXC,-0.5602836879432622
37820,LHX,DXCM,-0.5138888888888891
37821,LHX,EA,-0.7121212121212122
37822,LHX,EBAY,-0.5846153846153848
37823,LHX,ECL,-0.5679999999999996
37824,LHX,ED,-0.23943661971831
37825,LHX,EFX,-0.3282442748091601
37826,LHX,EIX,-0.5703703703703704
37827,LHX,EL,-0.4879999999999996
37828,LHX,EMN,-0.5723270440251571
37829,LHX,EMR,-0.4874999999999998
37830,LHX,EOG,-0.4068965517241381
37831,LHX,EQIX,-0.3426573426573429
37832,LHX,EQR,-0.27659574468085113
37833,LHX,ES,-0.2214765100671141
37834,LHX,ESS,-0.375886524822695
37835,LHX,ETFC,-0.4999999999999998
37836,LHX,ETN,-0.4133333333333336
37837,LHX,ETR,-0.23611111111111135
37838,LHX,EVRG,-0.24324324324324295
37839,LHX,EW,-0.21804511278195493
37840,LHX,EXC,-0.4893617021276595
37841,LHX,EXPD,-0.5664335664335667
37842,LHX,EXPE,-0.4676258992805755
37843,LHX,EXR,-0.3424657534246576
37844,LHX,F,-0.7857142857142856
37845,LHX,FANG,-0.5328467153284671
37846,LHX,FAST,-0.5683453237410072
37847,LHX,FB,-0.6911764705882353
37848,LHX,FBHS,-0.5460992907801419
37849,LHX,FCX,-0.5641025641025643
37850,LHX,FDX,-0.4557823129251701
37851,LHX,FE,-0.5555555555555556
37852,LHX,FFIV,-0.6184210526315788
37853,LHX,FIS,-0.1908396946564883
37854,LHX,FISV,-0.2857142857142856
37855,LHX,FITB,-0.4999999999999998
37856,LHX,FLIR,-0.5572519083969463
37857,LHX,FLS,-0.4583333333333335
37858,LHX,FLT,-0.3798449612403103
37859,LHX,FMC,-0.5436241610738255
37860,LHX,FRC,-0.7083333333333335
37861,LHX,FRT,-0.676923076923077
37862,LHX,FTI,-0.5652173913043477
37863,LHX,FTNT,-0.5114503816793889
37864,LHX,FTV,-0.6888888888888889
37865,LHX,GD,-0.15068493150684906
37866,LHX,GE,-0.6462585034013606
37867,LHX,GILD,-0.605839416058394
37868,LHX,GIS,-0.38235294117647056
37869,LHX,GL,-0.5909090909090908
37870,LHX,GLW,-0.5310344827586209
37871,LHX,GM,-0.5263157894736841
37872,LHX,GOOG,-0.8688524590163931
37873,LHX,GOOGL,-0.806451612903226
37874,LHX,GPC,-0.6865671641791047
37875,LHX,GPN,-0.34959349593495936
37876,LHX,GPS,-0.7397260273972601
37877,LHX,GRMN,-0.421875
37878,LHX,GS,-0.5510204081632653
37879,LHX,GWW,-0.5972222222222223
37880,LHX,HAL,-0.43046357615894015
37881,LHX,HAS,-0.5820895522388063
37882,LHX,HBAN,-0.5031055900621118
37883,LHX,HBI,-0.7142857142857142
37884,LHX,HCA,-0.7293233082706765
37885,LHX,HD,-0.6148148148148149
37886,LHX,HES,-0.3706293706293709
37887,LHX,HFC,-0.4999999999999998
37888,LHX,HIG,-0.5121951219512195
37889,LHX,HII,-0.3037037037037038
37890,LHX,HLT,-0.5873015873015874
37891,LHX,HOG,-0.6375838926174497
37892,LHX,HOLX,-0.4923076923076923
37893,LHX,HON,-0.6666666666666665
37894,LHX,HP,-0.4532374100719425
37895,LHX,HPE,-0.5496688741721851
37896,LHX,HPQ,-0.6056338028169015
37897,LHX,HRB,-0.8088235294117645
37898,LHX,HRL,-0.6879432624113475
37899,LHX,HSIC,-0.7322834645669289
37900,LHX,HST,-0.6934306569343065
37901,LHX,HSY,-0.286624203821656
37902,LHX,HUM,-0.635036496350365
37903,LHX,IBM,-0.3191489361702127
37904,LHX,ICE,-0.3986013986013988
37905,LHX,IDXX,-0.3999999999999999
37906,LHX,IEX,-0.5151515151515151
37907,LHX,IFF,-0.6923076923076925
37908,LHX,ILMN,-0.5692307692307694
37909,LHX,INCY,-0.5328467153284671
37910,LHX,INFO,-0.4193548387096779
37911,LHX,INTC,-0.4929577464788733
37912,LHX,INTU,-0.4351145038167936
37913,LHX,IP,-0.6323529411764706
37914,LHX,IPG,-0.5294117647058822
37915,LHX,IPGP,-0.5555555555555554
37916,LHX,IQV,-0.6959999999999997
37917,LHX,IR,-0.4057971014492752
37918,LHX,IRM,-0.8167938931297707
37919,LHX,ISRG,-0.5968992248062017
37920,LHX,IT,-0.40625
37921,LHX,ITW,-0.5177304964539007
37922,LHX,IVZ,-0.7103448275862072
37923,LHX,J,-0.314685314685315
37924,LHX,JBHT,-0.716535433070866
37925,LHX,JCI,-0.6691729323308269
37926,LHX,JKHY,-0.43065693430656937
37927,LHX,JNJ,-0.6470588235294117
37928,LHX,JNPR,-0.7266187050359711
37929,LHX,JPM,-0.6258992805755397
37930,LHX,JWN,-0.7122302158273381
37931,LHX,K,-0.6417910447761197
37932,LHX,KEY,-0.5890410958904109
37933,LHX,KEYS,-0.4461538461538464
37934,LHX,KHC,-0.6546762589928057
37935,LHX,KIM,-0.6641221374045798
37936,LHX,KLAC,-0.5609756097560976
37937,LHX,KMB,-0.6029411764705881
37938,LHX,KMI,-0.4645669291338579
37939,LHX,KMX,-0.6744186046511631
37940,LHX,KO,-0.4532374100719425
37941,LHX,KR,-0.7956204379562042
37942,LHX,KSS,-0.6462585034013606
37943,LHX,KSU,-0.8139534883720931
37944,LHX,L,-0.7142857142857142
37945,LHX,LB,-0.7748344370860925
37946,LHX,LDOS,-0.19354838709677447
37947,LHX,LEG,-0.5944055944055946
37948,LHX,LEN,-0.420689655172414
37949,LHX,LH,-0.6666666666666665
37950,LIN,A,-0.1703703703703705
37951,LIN,AAL,-0.21379310344827607
37952,LIN,AAP,-0.5441176470588234
37953,LIN,AAPL,-0.2903225806451615
37954,LIN,ABBV,-0.28125
37955,LIN,ABC,-0.41428571428571415
37956,LIN,ABMD,-0.38129496402877705
37957,LIN,ABT,-0.21875
37958,LIN,ACN,-0.2711864406779663
37959,LIN,ADBE,-0.5000000000000004
37960,LIN,ADI,-0.14074074074074086
37961,LIN,ADM,-0.3142857142857141
37962,LIN,ADP,-0.338709677419355
37963,LIN,ADS,-0.3381294964028778
37964,LIN,ADSK,-0.3759999999999999
37965,LIN,AEE,-0.4326241134751772
37966,LIN,AEP,-0.5972222222222223
37967,LIN,AES,-0.5658914728682172
37968,LIN,AFL,-0.06976744186046524
37969,LIN,AIG,-0.33823529411764675
37970,LIN,AIV,-0.5671641791044779
37971,LIN,AIZ,-0.5419847328244272
37972,LIN,AJG,-0.5238095238095237
37973,LIN,AKAM,-0.625
37974,LIN,ALB,-0.027397260273972712
37975,LIN,ALGN,-0.27007299270072993
37976,LIN,ALK,-0.4492753623188404
37977,LIN,ALL,-0.3692307692307693
37978,LIN,ALLE,-0.4354838709677424
37979,LIN,ALXN,-0.6461538461538463
37980,LIN,AMAT,-0.3037037037037038
37981,LIN,AMCR,-0.681528662420382
37982,LIN,AMD,-0.2755905511811023
37983,LIN,AME,-0.15492957746478894
37984,LIN,AMGN,-0.2030075187969924
37985,LIN,AMP,-0.13868613138686126
37986,LIN,AMT,-0.3788819875776397
37987,LIN,AMZN,-0.5555555555555554
37988,LIN,ANET,-0.5851851851851853
37989,LIN,ANSS,-0.3492063492063493
37990,LIN,ANTM,-0.430769230769231
37991,LIN,AON,-0.3968253968253968
37992,LIN,AOS,-0.3525179856115108
37993,LIN,APA,-0.3877551020408163
37994,LIN,APD,0.0655737704918038
37995,LIN,APH,-0.1969696969696968
37996,LIN,APTV,-0.323943661971831
37997,LIN,ARE,-0.4883720930232558
37998,LIN,ATO,-0.4999999999999998
37999,LIN,ATVI,-0.6641221374045798
38000,LIN,AVB,-0.6296296296296295
38001,LIN,AVGO,-0.17808219178082174
38002,LIN,AVY,-0.18518518518518512
38003,LIN,AWK,-0.4487179487179489
38004,LIN,AXP,-0.28358208955223896
38005,LIN,AZO,-0.17293233082706738
38006,LIN,BA,-0.31884057971014457
38007,LIN,BAC,-0.18918918918918906
38008,LIN,BAX,-0.171875
38009,LIN,BBY,-0.22058823529411772
38010,LIN,BDX,-0.4108527131782949
38011,LIN,BEN,-0.23943661971831
38012,LIN,BIIB,-0.32413793103448296
38013,LIN,BK,-0.2465753424657533
38014,LIN,BKNG,-0.5118110236220472
38015,LIN,BKR,-0.4705882352941175
38016,LIN,BLK,-0.021276595744680996
38017,LIN,BLL,-0.3925925925925924
38018,LIN,BMY,-0.4198473282442747
38019,LIN,BR,-0.4328358208955225
38020,LIN,BSX,-0.430769230769231
38021,LIN,BWA,-0.14473684210526305
38022,LIN,BXP,-0.46875
38023,LIN,C,-0.2086330935251799
38024,LIN,CAG,-0.6744186046511631
38025,LIN,CAH,-0.3999999999999999
38026,LIN,CAT,0.031847133757961776
38027,LIN,CB,-0.30827067669172914
38028,LIN,CBOE,-0.6026490066225163
38029,LIN,CBRE,-0.453125
38030,LIN,CCI,-0.4657534246575341
38031,LIN,CCL,-0.214285714285714
38032,LIN,CDNS,-0.32835820895522394
38033,LIN,CDW,-0.24409448818897594
38034,LIN,CE,-0.048275862068965836
38035,LIN,CERN,-0.3759999999999999
38036,LIN,CF,-0.20279720279720287
38037,LIN,CFG,-0.17006802721088432
38038,LIN,CHD,-0.3900709219858156
38039,LIN,CHRW,-0.3970588235294117
38040,LIN,CHTR,-0.4285714285714284
38041,LIN,CI,-0.3237410071942448
38042,LIN,CINF,-0.3925925925925924
38043,LIN,CL,-0.37226277372262784
38044,LIN,CLX,-0.5294117647058822
38045,LIN,CMA,-0.258278145695364
38046,LIN,CMCSA,-0.4354838709677424
38047,LIN,CME,-0.3825503355704698
38048,LIN,CMG,-0.6793893129770989
38049,LIN,CMI,0.06122448979591821
38050,LIN,CMS,-0.5741935483870968
38051,LIN,CNC,-0.625
38052,LIN,CNP,-0.5602836879432622
38053,LIN,COF,-0.14084507042253547
38054,LIN,COG,-0.7080291970802919
38055,LIN,COO,-0.32799999999999985
38056,LIN,COP,-0.4571428571428571
38057,LIN,COST,-0.36764705882352944
38058,LIN,COTY,-0.6571428571428571
38059,LIN,CPB,-0.5319148936170213
38060,LIN,CPRT,-0.28888888888888875
38061,LIN,CRM,-0.5590551181102361
38062,LIN,CSCO,-0.37313432835820937
38063,LIN,CSX,-0.3282442748091601
38064,LIN,CTAS,-0.2575757575757573
38065,LIN,CTL,-0.5972222222222223
38066,LIN,CTSH,-0.6030534351145036
38067,LIN,CTXS,-0.484375
38068,LIN,CVS,-0.33823529411764675
38069,LIN,CVX,-0.19117647058823506
38070,LIN,CXO,-0.3426573426573429
38071,LIN,D,-0.5652173913043477
38072,LIN,DAL,-0.36764705882352944
38073,LIN,DD,-0.08496732026143783
38074,LIN,DE,-0.2925170068027212
38075,LIN,DFS,-0.18918918918918906
38076,LIN,DG,-0.5942028985507244
38077,LIN,DGX,-0.3384615384615386
38078,LIN,DHI,-0.2597402597402598
38079,LIN,DHR,-0.17460317460317445
38080,LIN,DIS,-0.6541353383458646
38081,LIN,DISCA,-0.744360902255639
38082,LIN,DISCK,-0.7014925373134331
38083,LIN,DISH,-0.4488188976377949
38084,LIN,DLR,-0.4084507042253521
38085,LIN,DLTR,-0.3529411764705883
38086,LIN,DOV,0.0067114093959732566
38087,LIN,DPZ,-0.676923076923077
38088,LIN,DRE,-0.5259259259259259
38089,LIN,DRI,-0.7058823529411764
38090,LIN,DTE,-0.5797101449275361
38091,LIN,DUK,-0.6402877697841727
38092,LIN,DVA,-0.3233082706766917
38093,LIN,DVN,-0.3661971830985915
38094,LIN,DXC,-0.3191489361702127
38095,LIN,DXCM,-0.6111111111111114
38096,LIN,EA,-0.6666666666666665
38097,LIN,EBAY,-0.30769230769230793
38098,LIN,ECL,-0.23199999999999976
38099,LIN,ED,-0.4507042253521128
38100,LIN,EFX,-0.28244274809160297
38101,LIN,EIX,-0.7185185185185186
38102,LIN,EL,-0.5359999999999996
38103,LIN,EMN,0.006289308176100628
38104,LIN,EMR,0.012500000000000178
38105,LIN,EOG,-0.4068965517241381
38106,LIN,EQIX,-0.2727272727272729
38107,LIN,EQR,-0.4751773049645389
38108,LIN,ES,-0.43624161073825496
38109,LIN,ESS,-0.40425531914893603
38110,LIN,ETFC,-0.19999999999999973
38111,LIN,ETN,-0.053333333333333684
38112,LIN,ETR,-0.5000000000000002
38113,LIN,EVRG,-0.5135135135135134
38114,LIN,EW,-0.48872180451127795
38115,LIN,EXC,-0.6170212765957446
38116,LIN,EXPD,-0.24475524475524504
38117,LIN,EXPE,-0.38129496402877705
38118,LIN,EXR,-0.7397260273972601
38119,LIN,F,-0.4571428571428571
38120,LIN,FANG,-0.2846715328467151
38121,LIN,FAST,-0.3669064748201438
38122,LIN,FB,-0.4117647058823528
38123,LIN,FBHS,-0.2624113475177303
38124,LIN,FCX,-0.12820512820512842
38125,LIN,FDX,-0.11564625850340128
38126,LIN,FE,-0.7925925925925925
38127,LIN,FFIV,-0.17105263157894712
38128,LIN,FIS,-0.3587786259541983
38129,LIN,FISV,-0.3857142857142855
38130,LIN,FITB,-0.2567567567567566
38131,LIN,FLIR,-0.34351145038167896
38132,LIN,FLS,-0.13888888888888928
38133,LIN,FLT,-0.4573643410852717
38134,LIN,FMC,-0.07382550335570448
38135,LIN,FRC,-0.3750000000000002
38136,LIN,FRT,-0.6923076923076925
38137,LIN,FTI,-0.3913043478260867
38138,LIN,FTNT,-0.4351145038167936
38139,LIN,FTV,-0.28888888888888875
38140,LIN,GD,-0.15068493150684906
38141,LIN,GE,0.020408163265305927
38142,LIN,GILD,-0.31386861313868586
38143,LIN,GIS,-0.4117647058823528
38144,LIN,GL,-0.1969696969696968
38145,LIN,GLW,-0.21379310344827607
38146,LIN,GM,-0.09210526315789448
38147,LIN,GOOG,-0.5573770491803276
38148,LIN,GOOGL,-0.5645161290322585
38149,LIN,GPC,-0.25373134328358216
38150,LIN,GPN,-0.4634146341463414
38151,LIN,GPS,-0.6575342465753424
38152,LIN,GRMN,-0.203125
38153,LIN,GS,-0.18367346938775508
38154,LIN,GWW,-0.22222222222222232
38155,LIN,HAL,-0.20529801324503286
38156,LIN,HAS,-0.4029850746268657
38157,LIN,HBAN,-0.20496894409937894
38158,LIN,HBI,-0.5374149659863945
38159,LIN,HCA,-0.30827067669172914
38160,LIN,HD,-0.3333333333333335
38161,LIN,HES,-0.3706293706293709
38162,LIN,HFC,-0.4864864864864864
38163,LIN,HIG,-0.3983739837398375
38164,LIN,HII,-0.28888888888888875
38165,LIN,HLT,-0.3492063492063493
38166,LIN,HOG,-0.15436241610738244
38167,LIN,HOLX,-0.4923076923076923
38168,LIN,HON,0.03030303030303028
38169,LIN,HP,-0.4388489208633093
38170,LIN,HPE,-0.033112582781456464
38171,LIN,HPQ,0.028169014084507005
38172,LIN,HRB,-0.6470588235294117
38173,LIN,HRL,-0.5744680851063828
38174,LIN,HSIC,-0.5590551181102361
38175,LIN,HST,-0.43065693430656937
38176,LIN,HSY,-0.5414012738853502
38177,LIN,HUM,-0.38686131386861294
38178,LIN,IBM,-0.1914893617021276
38179,LIN,ICE,-0.3566433566433569
38180,LIN,IDXX,-0.2769230769230768
38181,LIN,IEX,-0.1969696969696968
38182,LIN,IFF,-0.430769230769231
38183,LIN,ILMN,-0.3692307692307693
38184,LIN,INCY,-0.4014598540145984
38185,LIN,INFO,-0.4516129032258069
38186,LIN,INTC,-0.14084507042253547
38187,LIN,INTU,-0.34351145038167896
38188,LIN,IP,-0.3529411764705883
38189,LIN,IPG,-0.3529411764705883
38190,LIN,IPGP,-0.3071895424836599
38191,LIN,IQV,-0.3759999999999999
38192,LIN,IR,-0.31884057971014457
38193,LIN,IRM,-0.6488549618320609
38194,LIN,ISRG,-0.3333333333333335
38195,LIN,IT,-0.109375
38196,LIN,ITW,0.007092198581560183
38197,LIN,IVZ,-0.5448275862068968
38198,LIN,J,-0.10489510489510499
38199,LIN,JBHT,-0.401574803149606
38200,LIN,JCI,-0.3984962406015038
38201,LIN,JKHY,-0.3430656934306571
38202,LIN,JNJ,-0.4411764705882353
38203,LIN,JNPR,-0.4964028776978418
38204,LIN,JPM,-0.1942446043165469
38205,LIN,JWN,-0.4676258992805755
38206,LIN,K,-0.6417910447761197
38207,LIN,KEY,-0.273972602739726
38208,LIN,KEYS,-0.2769230769230768
38209,LIN,KHC,-0.5971223021582734
38210,LIN,KIM,-0.7404580152671754
38211,LIN,KLAC,-0.08943089430894302
38212,LIN,KMB,-0.3235294117647056
38213,LIN,KMI,-0.4960629921259838
38214,LIN,KMX,-0.5038759689922481
38215,LIN,KO,-0.5683453237410072
38216,LIN,KR,-0.5474452554744524
38217,LIN,KSS,-0.44217687074829937
38218,LIN,KSU,-0.2713178294573644
38219,LIN,L,-0.46031746031746
38220,LIN,LB,-0.43046357615894015
38221,LIN,LDOS,-0.4354838709677424
38222,LIN,LEG,-0.258741258741259
38223,LIN,LEN,-0.33793103448275885
38224,LIN,LH,-0.4285714285714284
38225,LIN,LHX,-0.34693877551020397
38226,LKQ,A,-0.2148148148148148
38227,LKQ,AAL,-0.062068965517241725
38228,LKQ,AAP,-0.27941176470588225
38229,LKQ,AAPL,-0.19354838709677447
38230,LKQ,ABBV,-0.390625
38231,LKQ,ABC,-0.4571428571428571
38232,LKQ,ABMD,-0.28057553956834536
38233,LKQ,ABT,-0.484375
38234,LKQ,ACN,-0.20338983050847487
