Symbol,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HP,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
PSA,-16,-16,-16,-8,-10,-6,-14,2,-4,10,-12,-16,8,-40,-14,62,78,-2,28,-4,60,32,42,36,-54,-2,-10,20,-8,-26,-22,-38,-6,-52,-10,-42,102,-4,-14,28,-20,34,-46,-62,6,-32,-50,48,66,30,76,-50,-38,104,-4,10,-20,-64,2,-36,-26,-46,-58,-42,-10,-36,-50,30,2,26,18,-72,30,-46,24,-30,-82,56,40,-14,96,-40,30,-8,-50,10,-18,-62,56,-26,32,-2,52,40,22,-70,6,34,50,-60,96,-6,0,-52,18,12,-44,28,-36,40,6,16,-30,-20,16,-34,-12,-16,-10,-40,-32,50,-20,-42,-62,-64,50,12,40,-2,-10,-34,-34,-22,58,-22,-66,-26,60,-18,72,76,-34,-52,-28,32,-10,-26,28,88,30,24,-18,-86,-88,-42,64,90,94,98,-38,-68,84,70,6,76,-48,-14,124,-38,-18,-44,24,-50,-76,-52,66,-72,52,20,-56,-30,-56,6,-44,-56,46,-44,-4,-28,-8,-62,-6,52,-32,-58,-72,-2,-2,-36,28,-32,-12,-62,-50,-56,-8,-68,-62,-34,-6,-28,-58,30,-4,-6,-66,-6,-32,-46,-70,-52,-20,20,-10,-14,52,-4,-34,42,28,-12,-28,4,-2,40,-52,24,-34,-22,-74,-2,-44,16,-26,-8,-42,-48,-54,-4,-30,30,4,-32,-42,-32,-8,-54,-24,-46,44,-12,54,-10,-10,60,-4,-36,-20,-20,-42,44,-50,10,6,44,-10,-38,10,34,-58,100,0,0,-6,-56,14,-48,6,22,96,-46,-38,28,-32,-6,12,40,10,-44,-40,-20,42,58,42,24,-62,-6,10,-70,-54,42,-60,-48,10,0,40,-44,-12,-42,-30,-32,-60,-30,28,78,26,-20,72,18,6,22,-50,22,10,-18,-44,-58,-58,-38,48,-24,-22,-14,84,-42,-2,-24,-46,30,-42,38,42,-30,-50,62,48,40,-16,-46,24,10,-90,16,0,-30,50,-4,-48,-54,72,-44,8,-34,-58,0,-42,-56,-42,-26,-4,-32,-46,-32,-2,52,-22,-54,-36,-40,-68,38,-64,24,-4,8,32,-22,74,28,-52,6,0,-60,18,-50,28,-56,44,58,22,18,70,-2,-70,-42,-4,-42,-36,-34,18,-10,-22,-36,8,-46,-32,46,2,-48,4,0,10,-60,-26,24,-2,14,62,30,-12,-52,-12,-14,-38,86,-18,-6,0,-60,-28,-22,-76,-48,0,-42,-38,-64,34,30,66,16,8,62,40,-30,-12,-20,-50,80,96,-70,-2,40,58,0,10,48,-24,2,0,-50,78,-34,-46,-6,-44,-40,30,-6,-32,-48,28
PSX,32,54,28,64,54,28,42,40,40,26,48,46,48,54,38,24,16,38,40,40,10,32,18,46,64,22,44,22,22,18,54,-56,58,62,38,64,6,46,64,32,36,20,54,50,42,58,78,12,22,28,-2,36,42,-20,36,54,36,64,50,46,34,68,42,74,58,66,70,20,4,42,30,66,40,62,14,34,82,10,-14,54,0,48,22,50,68,28,46,36,18,58,20,54,0,26,10,54,38,-12,-16,52,-4,34,16,52,44,14,96,38,16,20,44,32,46,62,48,30,46,62,54,102,48,0,72,38,38,66,22,10,14,20,48,24,24,32,20,24,50,6,20,12,4,6,38,76,44,-4,24,50,38,14,48,22,36,66,62,70,0,-2,-4,-12,72,70,10,2,44,18,36,50,-8,36,46,28,34,54,62,64,8,66,38,12,50,60,66,48,40,50,24,58,54,30,86,40,32,22,68,62,78,64,64,46,48,26,24,78,18,66,18,30,28,58,48,64,116,26,64,66,56,18,44,52,56,46,22,0,22,22,-36,52,68,0,44,54,2,16,10,32,58,46,54,46,48,46,52,32,58,50,54,38,70,38,18,46,-6,56,40,40,12,36,50,40,14,64,2,66,30,-16,12,58,50,40,44,30,74,24,36,16,42,50,32,4,64,-2,36,56,56,56,4,66,18,30,-2,50,22,24,34,18,34,18,32,68,58,42,-24,4,22,16,54,46,20,62,112,-4,62,52,30,54,28,38,40,52,50,46,46,24,24,0,-8,40,4,38,38,36,62,38,56,54,60,66,60,68,0,40,26,38,-6,52,70,48,54,32,60,0,26,34,62,-6,46,2,36,74,42,18,76,22,56,44,28,40,60,70,18,40,18,40,88,-42,0,50,68,58,36,58,60,38,10,24,40,38,48,68,46,6,60,38,26,26,-2,68,-6,16,50,16,52,44,14,50,16,52,34,12,24,36,8,12,48,58,22,50,52,52,44,6,72,36,42,40,52,28,26,38,32,24,52,42,72,10,24,12,26,36,42,70,26,30,70,8,34,6,40,66,40,38,76,44,40,20,32,116,34,26,8,54,26,-24,12,30,34,52,48,0,-4,64,68,28,24,46,62,8,58,46,34,46,-2,42,76,4,62,46,14,54,34,38,44
PVH,46,62,56,78,46,-6,8,12,48,42,66,72,38,72,44,-2,0,42,32,34,-10,34,54,34,92,12,66,46,62,38,86,2,54,84,14,74,-54,36,72,28,10,38,96,68,46,88,92,16,6,30,6,72,54,-38,46,38,40,84,28,62,42,88,26,78,62,54,88,-2,4,30,2,118,40,86,50,40,110,28,-28,66,-30,82,14,64,86,20,52,80,-16,64,-16,26,28,26,20,78,42,-24,-22,92,-24,2,16,82,20,32,56,0,42,2,48,24,52,94,36,22,42,54,20,42,54,24,72,72,80,78,26,30,12,16,62,56,72,38,-12,50,94,28,0,22,-2,22,52,88,72,-34,32,48,18,-2,42,12,56,126,110,58,-38,-8,-18,-16,78,102,2,-18,-2,6,100,32,-22,66,26,88,20,82,108,90,24,86,8,0,80,70,88,36,62,64,28,72,32,98,56,46,52,10,48,98,112,62,66,92,30,82,44,100,62,82,32,78,76,60,70,30,64,48,60,56,68,2,56,44,92,60,40,-10,42,60,-38,24,82,-8,12,58,52,36,-4,28,94,24,86,70,120,32,62,52,20,44,92,68,82,66,50,12,22,68,92,84,14,74,54,44,20,62,14,16,50,16,48,82,76,70,50,22,88,36,36,-22,26,86,16,24,100,-28,66,78,26,80,-26,102,30,34,0,62,78,4,66,-4,54,30,12,78,72,68,0,-18,16,56,106,44,22,72,60,8,54,86,26,40,0,66,64,82,68,50,70,62,26,-18,-18,44,-8,70,42,20,48,-8,36,80,90,94,96,80,4,44,54,60,-34,68,58,54,66,28,34,-12,16,90,116,-42,10,10,22,90,26,24,104,46,56,60,34,2,70,78,2,76,38,60,90,-56,50,0,56,60,34,64,70,82,18,36,38,78,90,92,112,-4,122,28,54,36,-8,98,-44,-8,70,38,52,80,28,92,44,96,8,-10,40,28,-4,14,90,68,34,90,82,84,14,28,44,60,42,82,76,-14,72,74,48,48,14,84,64,48,62,6,-12,32,78,92,76,86,80,-2,58,28,12,88,78,88,108,70,34,56,98,68,8,42,20,34,18,-38,26,86,64,24,78,-24,-50,74,64,44,20,50,40,-10,66,62,70,98,-24,74,78,30,84,80,-6,26,52,74,-2
PWR,50,70,46,48,80,34,66,42,66,26,68,64,32,64,38,-10,2,16,48,42,36,44,56,44,40,24,56,58,68,66,60,-48,50,82,52,92,0,74,50,42,46,60,76,60,44,80,88,36,16,32,18,64,94,-40,56,52,46,90,50,60,64,68,40,74,68,32,96,8,34,48,38,96,66,82,32,42,92,30,-52,76,8,76,56,58,88,28,68,76,6,68,44,68,48,8,10,72,60,-22,6,74,-26,38,24,76,24,44,38,56,16,4,72,30,58,70,74,22,64,68,54,46,40,22,70,80,78,78,26,42,14,38,62,52,54,66,24,50,100,0,32,0,-10,-6,64,50,62,0,14,82,42,-6,64,10,20,84,82,48,10,26,-4,14,88,86,-12,-30,20,-6,84,58,-6,48,14,88,26,78,66,90,10,84,34,24,90,74,88,50,52,60,50,46,32,86,74,58,72,6,70,98,72,58,54,80,50,50,60,74,68,48,56,30,58,76,88,32,78,34,74,64,78,58,102,44,64,52,46,-6,50,54,-28,42,76,14,58,78,58,42,16,62,76,46,92,62,88,68,74,52,60,58,92,66,104,66,56,40,14,66,54,38,22,64,82,52,16,62,0,36,60,-12,0,50,60,74,60,18,92,32,46,18,38,78,26,24,80,-26,58,80,66,68,0,88,38,30,38,62,56,14,58,28,80,14,34,76,66,64,-16,6,46,36,94,6,14,68,72,26,46,98,50,62,38,86,58,54,68,66,58,70,22,-16,-8,44,-22,58,54,18,38,30,46,62,64,84,68,66,-8,58,56,70,2,64,64,62,68,32,34,12,34,92,90,10,16,-4,36,100,12,34,82,30,78,74,44,32,62,90,-10,80,4,52,72,-42,68,56,0,62,56,70,56,62,-2,46,50,82,100,70,64,10,104,52,62,38,0,86,12,26,58,46,84,76,10,66,44,84,40,-10,30,62,-10,32,68,72,38,106,68,68,56,6,54,66,68,92,70,36,44,66,52,52,40,62,60,20,48,12,16,26,78,84,68,68,88,32,52,26,34,68,62,66,106,60,44,62,56,64,20,50,28,68,34,6,4,56,46,56,66,-18,-12,72,80,42,8,38,36,16,82,62,84,84,-18,60,74,20,76,116,42,28,70,78,40
PXD,56,66,64,80,50,10,30,40,58,54,74,66,46,58,52,-4,-10,12,50,60,-12,22,16,22,50,22,64,42,42,14,82,-54,58,70,36,64,2,84,48,48,26,32,76,104,30,86,72,4,-2,32,2,60,66,-30,80,44,54,72,58,58,48,54,52,42,88,94,76,4,20,26,30,102,20,90,30,10,104,22,-10,52,14,66,46,54,90,8,54,58,-24,26,28,40,20,22,-8,78,72,18,28,66,-30,34,26,84,46,38,126,48,48,26,52,14,72,84,38,0,56,38,34,94,128,4,38,66,70,66,22,24,-10,20,38,44,54,58,20,48,72,34,-30,16,6,-8,44,142,48,-8,38,60,40,2,52,-10,20,70,104,144,-6,-18,-24,-12,76,106,-16,-20,30,6,86,30,2,52,124,102,52,36,80,88,0,54,30,6,44,42,84,38,60,66,28,112,48,86,82,50,36,22,54,66,62,70,70,72,44,60,54,62,84,118,54,38,44,52,56,134,68,34,66,62,80,10,76,104,62,56,14,0,46,56,-42,54,80,22,46,70,32,42,12,44,78,52,32,46,80,54,72,28,52,66,96,54,72,56,30,34,42,40,58,44,12,48,54,66,8,62,-12,78,16,-12,18,64,82,78,24,46,68,10,28,14,48,86,56,44,58,-22,52,78,52,68,-2,70,22,56,-10,74,40,8,64,32,58,22,2,74,68,20,-30,0,18,34,90,44,12,70,66,28,130,74,66,70,24,62,64,86,62,68,132,50,48,-22,-20,36,6,70,48,44,94,24,36,68,82,54,58,80,16,32,60,74,-28,52,110,68,56,24,76,28,28,54,88,-28,0,48,36,78,20,18,96,16,50,44,16,24,70,66,0,74,-14,56,72,-26,58,60,62,0,54,58,58,46,12,12,48,46,64,66,80,-4,72,60,46,52,6,78,22,14,50,2,46,70,4,118,50,82,42,-28,34,68,0,10,44,50,50,54,84,38,16,26,52,48,46,72,40,4,54,56,54,26,32,62,76,22,48,24,20,56,56,90,54,64,54,-22,46,12,38,54,82,66,82,52,54,50,82,78,44,38,36,62,26,-4,10,60,68,58,86,-30,-4,62,60,28,26,90,26,2,38,32,36,54,-26,78,140,14,58,56,12,38,44,50,58
PYPL,78,60,34,50,62,30,54,104,114,92,64,54,78,54,80,6,24,16,80,44,16,44,46,62,44,56,48,64,64,52,78,-30,62,90,58,80,4,106,68,104,74,78,42,52,70,60,62,44,6,46,16,54,52,-10,74,70,52,80,52,72,62,70,62,30,74,34,94,44,28,84,54,56,52,76,8,32,74,16,-12,40,28,72,110,64,68,54,42,72,12,40,82,38,32,38,-6,54,82,24,38,60,-2,46,14,86,42,68,26,62,-10,-2,84,86,86,64,68,14,70,72,46,58,64,18,56,62,40,72,26,52,8,76,72,54,46,74,30,22,46,-2,30,4,28,-10,28,64,92,26,24,100,64,24,102,-26,64,46,58,42,52,22,10,18,64,56,8,0,56,-12,56,56,-8,60,64,46,68,54,56,86,4,44,56,58,76,64,62,128,60,48,10,40,86,60,60,50,40,38,52,72,68,68,76,60,110,46,68,92,70,74,52,66,46,32,70,44,38,46,70,68,40,46,76,52,54,54,12,-22,24,52,-4,24,66,40,60,76,30,78,16,64,64,82,50,60,38,78,76,22,104,92,82,62,58,36,26,64,26,60,80,32,-4,62,88,16,-2,88,8,40,50,26,14,38,48,56,30,72,42,20,58,60,62,78,26,58,74,-12,82,48,68,72,12,54,76,122,12,78,62,28,42,32,120,28,60,60,54,26,18,70,34,64,62,56,34,34,38,48,24,76,74,118,74,64,64,66,56,48,48,56,74,6,8,46,6,90,44,58,18,110,28,50,80,56,42,58,14,14,52,56,-12,38,68,76,58,40,48,86,92,72,80,-18,22,44,66,76,60,38,58,14,38,78,42,34,56,78,10,48,-4,68,94,-4,36,34,56,54,0,50,60,52,18,20,32,72,74,70,58,48,88,38,84,64,12,74,14,62,56,4,76,56,-18,72,18,48,90,-2,14,82,34,36,62,62,22,60,46,66,78,28,52,10,80,62,60,44,30,80,50,82,62,40,110,46,50,38,48,64,54,84,90,98,68,16,14,54,48,54,60,76,56,62,128,66,66,56,38,8,52,120,38,-2,12,78,78,56,62,4,-12,66,26,56,50,42,38,24,62,24,46,74,0,76,56,-4,90,98,28,56,48,52,54
QCOM,78,40,20,84,48,8,34,58,70,42,86,30,58,34,44,24,-2,8,54,22,0,20,54,34,50,4,24,36,64,46,108,-18,60,84,24,70,-12,72,56,54,22,66,84,38,66,86,70,36,30,30,6,80,84,-14,92,60,50,60,58,54,40,62,24,56,82,38,80,54,12,50,22,72,42,62,20,28,86,32,2,56,12,62,76,76,94,10,30,76,-10,40,48,24,30,22,36,48,66,8,-8,78,-4,8,28,62,12,48,28,42,12,0,42,60,48,98,66,10,36,38,48,44,44,0,40,48,70,76,28,4,6,32,44,28,42,56,-16,54,100,-18,20,12,4,-8,40,54,34,6,6,60,58,14,50,4,60,78,86,42,16,-2,-26,26,62,104,8,-4,38,12,60,40,-4,48,18,86,42,60,56,60,20,48,42,42,48,48,80,46,74,62,-2,38,36,74,54,78,34,0,66,80,70,66,66,58,70,20,66,66,76,48,26,44,40,64,62,54,36,62,50,68,54,34,100,42,80,48,30,2,20,36,-8,-4,62,28,68,82,46,6,14,56,102,50,38,38,82,54,50,24,46,58,88,36,70,48,66,48,30,52,48,18,16,62,84,20,-10,110,14,60,40,6,0,60,80,66,30,52,58,14,30,-2,66,78,54,36,60,-4,52,90,18,78,6,52,40,62,24,58,62,44,74,20,72,22,50,78,64,34,8,42,38,60,74,48,-16,46,40,42,42,72,76,80,14,64,62,74,100,48,66,70,46,-4,-20,46,-4,68,42,36,38,18,28,70,40,74,62,80,34,24,38,52,-32,58,56,58,70,8,8,10,44,60,80,-38,30,46,50,62,32,50,84,18,58,80,36,38,66,62,-10,70,4,32,64,-32,58,64,70,58,50,0,72,48,24,8,22,46,60,68,76,28,86,40,62,34,20,68,-4,36,36,30,56,62,28,44,28,84,60,2,10,54,16,42,54,62,44,74,72,54,54,28,50,38,70,90,50,22,54,48,38,54,16,52,62,44,48,38,20,40,104,56,28,44,50,-6,44,22,2,42,54,66,86,56,84,50,68,46,46,30,26,76,30,-20,16,40,46,44,70,-2,-16,78,42,42,36,42,32,26,52,40,60,58,-4,76,70,26,70,78,40,50,70,64,50
QRVO,72,68,48,94,30,10,58,52,64,64,88,44,68,60,66,-8,-4,18,36,38,-16,46,38,30,84,50,38,44,44,36,96,-14,90,94,34,70,-20,62,80,48,34,42,46,54,38,80,78,24,8,62,10,82,70,-32,58,70,52,72,40,76,46,68,38,58,66,28,86,46,-16,50,30,84,44,82,20,24,74,4,4,78,-4,68,56,72,76,40,20,66,-10,26,48,34,6,-2,2,46,46,12,-12,84,-32,16,8,70,14,44,36,28,-22,4,72,44,66,56,44,26,64,48,34,58,54,-10,60,60,60,82,6,36,36,32,48,38,48,52,-2,34,74,12,4,2,0,0,48,72,76,-6,38,66,34,-16,30,0,42,84,94,54,-12,-2,-32,-2,68,92,6,-14,54,-22,48,30,-2,48,26,62,50,62,72,90,6,80,52,26,66,72,72,30,72,56,6,50,74,70,52,56,30,-18,56,82,78,64,68,42,86,30,56,68,58,64,54,52,34,60,62,42,50,46,64,74,50,24,64,58,70,84,12,6,36,34,-28,8,74,12,54,64,66,32,-6,44,112,46,46,34,66,52,84,24,38,68,86,36,70,48,28,42,12,64,62,34,20,56,72,46,-22,100,-34,26,48,-8,30,62,44,52,12,52,70,18,66,32,46,84,38,30,58,-32,50,112,38,100,22,44,48,74,-4,58,64,28,96,32,60,0,50,70,66,42,4,22,-2,44,84,50,26,60,42,22,36,80,72,78,30,60,66,120,102,54,56,64,26,-30,-6,46,-6,44,54,34,50,34,18,54,88,66,76,114,6,6,62,74,-34,58,60,50,70,30,26,18,36,58,72,-34,14,24,36,58,6,50,94,38,40,74,18,42,58,58,-2,52,28,62,86,-46,60,70,56,58,60,72,0,56,48,2,22,54,56,80,58,44,82,28,56,42,-2,72,12,48,58,32,44,64,4,58,50,84,52,-30,8,42,18,8,66,60,24,76,120,58,34,30,38,18,44,76,46,30,26,68,32,56,28,38,88,14,50,16,18,48,84,68,46,56,50,-8,36,16,24,66,60,66,96,64,72,68,50,40,-2,40,8,52,36,-54,-12,66,42,28,98,-20,-40,60,44,34,16,30,14,16,40,36,42,90,-24,112,66,32,76,54,0,74,78,66,44
RCL,58,60,40,66,60,54,44,40,72,32,80,66,42,68,46,-20,-20,22,40,28,-2,34,34,44,92,38,68,72,58,40,78,-10,68,94,34,98,-32,54,40,36,50,38,78,60,60,72,78,14,0,28,0,70,62,-44,62,54,36,92,56,72,52,52,38,92,74,34,94,14,32,28,24,80,30,102,34,58,102,24,-52,84,4,136,44,72,92,54,78,102,-12,70,32,46,-2,0,2,76,42,-20,32,96,-34,52,42,100,2,68,46,22,26,20,40,12,40,50,36,22,36,32,58,56,52,-14,80,60,64,84,6,52,-2,44,42,40,42,44,14,26,98,16,0,10,-4,-20,86,76,62,10,30,70,52,-32,50,-18,26,76,92,58,20,-10,-14,-18,78,96,-40,-50,26,-34,88,42,-32,78,34,50,42,94,94,98,16,48,28,34,94,50,88,28,66,52,2,56,26,60,42,46,84,-14,70,84,72,72,76,70,40,74,50,90,62,76,86,68,44,82,70,24,46,42,62,92,70,54,70,42,78,68,30,-38,48,76,-18,68,62,-8,50,96,62,52,22,60,64,24,82,68,74,50,92,24,50,64,86,42,50,66,52,38,46,48,100,46,2,78,68,28,-20,80,10,10,38,-12,36,70,76,76,38,52,74,14,42,8,54,78,26,18,90,-34,74,88,48,78,20,80,32,42,-12,84,84,-10,66,54,88,20,50,94,94,56,8,-6,36,72,82,50,26,78,38,42,56,82,56,66,8,92,54,78,78,72,80,140,18,-40,-32,54,-20,52,30,22,60,10,-10,78,64,88,82,82,34,50,60,74,-50,80,60,64,48,26,58,14,38,88,70,-42,-24,-26,44,80,6,6,90,24,58,82,24,22,88,82,-22,64,12,54,70,-32,38,82,62,46,52,48,56,0,32,8,54,70,94,80,66,4,78,0,60,18,8,80,-4,24,90,20,60,112,10,60,20,96,18,-26,32,58,-30,34,70,68,20,104,94,74,46,48,46,60,40,88,72,26,38,60,48,50,64,66,84,22,18,34,22,78,80,80,68,72,78,-24,56,16,52,76,64,88,112,68,48,52,76,52,26,16,28,68,32,-34,26,70,50,56,62,-32,-34,60,60,40,2,34,14,0,78,16,60,74,-30,64,52,28,64,78,16,46,78,84,44
RE,36,6,-2,28,24,40,10,36,54,52,74,40,50,28,48,50,52,10,82,92,24,82,78,12,40,0,12,60,20,14,14,-24,20,32,4,54,-4,24,24,76,32,66,4,12,64,28,18,16,36,2,24,36,24,22,72,46,-4,38,30,32,18,24,18,46,16,26,74,22,36,36,14,18,34,62,30,24,26,78,28,34,22,38,56,38,22,48,-4,44,16,22,30,24,70,54,20,42,58,32,6,16,26,10,16,58,0,46,-4,2,-8,-4,36,30,16,46,50,-12,16,24,36,34,20,12,24,8,22,64,16,58,0,34,36,10,12,48,-4,4,32,48,28,40,52,24,28,20,44,8,10,30,50,40,16,8,52,12,28,10,20,32,12,28,34,28,38,30,26,22,34,32,24,28,20,8,38,40,10,34,32,16,62,24,56,36,16,34,60,58,36,4,32,30,32,38,24,52,76,22,34,30,26,24,50,-4,28,28,22,22,34,36,14,28,14,2,-6,112,40,48,24,24,68,32,34,42,-12,-14,26,12,44,34,26,42,30,40,38,34,8,30,48,38,32,40,18,34,24,-4,20,68,38,32,28,16,38,44,48,12,58,8,36,36,36,-14,30,46,24,36,42,20,34,2,22,82,-2,74,34,20,42,30,62,40,52,56,48,16,32,40,12,22,8,30,28,60,10,40,30,50,14,46,42,20,48,60,24,26,40,46,6,80,18,44,8,-4,6,40,0,44,48,66,38,52,34,20,38,10,6,20,48,30,-18,26,28,60,8,66,-8,52,2,50,38,24,8,16,6,-10,16,32,28,26,34,50,30,20,-10,56,64,58,44,-2,38,20,32,38,12,74,30,16,22,42,30,2,62,40,26,48,62,26,70,-2,10,18,-2,12,18,24,48,32,0,38,-8,38,26,58,30,42,32,8,68,12,56,56,20,30,26,40,34,32,32,20,22,38,36,24,46,38,36,38,48,20,18,30,22,70,38,50,18,42,56,36,48,48,4,16,32,40,50,-2,66,82,4,44,16,28,38,26,14,26,30,28,20,34,20,56,22,42,48,58,46,40,42,4,8,32,44,42,18,-16,22,10,36,20,22,26,4,40,16,58,58,8,28,98,10,20,18,22,24,24,6,14,4,20,16,44,26,46,38
REG,24,18,38,36,32,30,20,38,36,22,18,26,18,50,24,78,62,32,36,32,92,42,50,42,16,14,20,52,42,8,16,-18,28,22,0,26,60,24,24,38,26,56,36,2,42,38,24,104,62,30,86,6,6,56,22,46,-10,6,24,14,28,16,-4,-18,40,10,36,14,24,26,26,26,118,12,76,26,2,54,-34,56,70,24,38,14,24,24,14,18,34,40,6,26,70,46,44,8,52,-24,28,10,52,0,58,18,30,22,-10,30,32,36,52,10,18,30,22,16,28,24,20,-12,8,68,44,-16,16,10,62,48,28,42,42,32,20,28,88,50,26,24,98,18,70,66,32,12,28,-16,16,34,38,66,34,26,30,20,6,6,48,100,42,96,-8,28,56,56,24,54,40,22,74,26,20,36,28,40,2,14,68,30,26,10,14,14,28,28,2,34,158,8,-12,50,28,-4,46,60,18,12,28,30,30,68,24,30,32,20,28,-6,40,-10,48,36,86,-8,20,46,30,46,18,14,44,10,20,8,30,6,48,56,24,16,28,6,34,42,34,54,2,46,14,38,44,28,36,40,24,88,22,4,36,-4,8,48,28,8,28,24,0,44,34,8,22,34,136,12,64,26,44,50,12,28,34,34,26,34,32,60,54,10,16,24,36,16,22,60,60,24,8,32,-4,28,32,16,96,44,30,26,6,2,28,76,30,18,26,44,26,12,34,34,48,-2,2,8,22,30,-12,14,-10,24,0,0,56,24,20,36,0,42,18,54,0,24,72,78,32,24,-6,16,44,18,32,16,30,18,34,32,34,52,82,20,48,20,14,48,-6,12,38,38,50,86,48,50,48,38,34,38,12,56,58,48,84,14,0,18,64,42,42,34,4,52,24,36,46,12,20,8,2,8,38,0,-28,20,40,-2,32,38,42,18,22,40,40,48,52,32,-30,52,42,-8,40,16,78,14,42,42,118,12,70,22,6,14,44,46,16,18,54,2,44,50,38,64,26,40,20,36,56,48,44,28,32,42,30,12,26,32,24,12,40,34,24,102,42,18,32,26,20,44,36,12,30,14,44,36,18,112,20,38,8,72,54,40,46,30,34,50,66,4,38,48,50,28,54,62,56,44,84,40,52,6,6,2,24,38,-10,16,10,24,32
